id;timestamp;smallGrantOrRelevant;checked;publicarEnBoletin;publicarEnDbPublica;estatus;daysLeft;nombre;tipo;granArea1;granArea2;area3;area4;area5;area6;area7;link;descripcion;nota;restriccionesParaAplicarElegibilidad;basedOn;entidadOtorgante;scopeGeografico;scopeEconoPolitico;scopeTematico;destinatarios1;destinatarios2;destinatarios3;destinatarios4;duracionDeLosProyectosPeriodoDeFinanciacion;monedaOriginal;montoEnMonedaOriginal;montoMinimoAproxEnUSD;montoMaximoAproxEnUSD;montoTipicoPromedioOtorgadoUSD;periodicidad;dead1;dead2;dead3;dead4;fechaProximoDeadline;fechaDecisionPublicacionDeResultados;aplicarMasDeUnaVez;aim;n;source;keywordsQueried;ofibusubID;mergedDocIDBoletin16Diciembre2023;mergedDocURLBoletin16Diciembre2023;linkToMergedDocBoletin16Diciembre2023;documentMergeStatusBoletin16Diciembre2023;mergedDocIDBoletinMarzo2024;mergedDocURLBoletinMarzo2024;linkToMergedDocBoletinMarzo2024;documentMergeStatusBoletinMarzo2024;Merged Doc ID - BOLETIN MARZO 2024;Merged Doc URL - BOLETIN MARZO 2024;Link to merged Doc - BOLETIN MARZO 2024;Document Merge Status - BOLETIN MARZO 2024
626;;FALSE;FALSE;;;Vencido;-413;Grants for Environmental Conservation;;;;;;;;;https://www.mitsubishicorp.com/us/en/mcfa/appli.html;The Mitsubishi Corporation Foundation for the Americas (MCFA) makes grants to nonprofit charitable organizations in Canada, the USA, and Latin America for biodiversity conservation, sustainable development, environmental justice, and environmental education. Most recent grants are for two to four years, ranging in amount from under US$30 thousand up to US$1 million. The ideal timing for submitting proposals is during the first quarter of the calendar year.;;;Japan;Mitsubishi Corporation Foundation for the Americas;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85180;;OABS6877684;;;;;;;;;;;;
627;;FALSE;FALSE;;;Vencido;-413;Hatfield Lioness Scholarship 2020;;;;;;;;;https://www.dur.ac.uk/scholarships/lioness/;The University of Durham is open to applications for the Hatfield Lioness Scholarship 2020. The scholarship aims to enable female students from developing countries to undertake postgraduate studies at the University of Durham. Applicants must be offered a place in one of the University’s master programs and be a national of a developing country listed in the call. The scholarship provides tuition fees, stipend, accommodation, visa and travel costs. Applications must be submitted before 31 March 2020.;;;UK;University of Durham;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85287;;OABS2116257;;;;;;;;;;;;
628;;FALSE;FALSE;;;Vencido;-413;Improving Lives in Latin America and the Caribbean;;;;;;;;;https://www.iadb.org/en/premio-juscelino-kubitschek/jk-visionaries;The JK VISIONARIES award recognizes organizations that are working to improve lives in Latin America and the Caribbean. The award seeks sustainable solutions that solve people's problems with new tools, methods, or techniques (possibly within one or more thematic areas of the Terra Viva Grant Directory) with the potential to be replicated in other countries. The winning organization will receive US$100 thousand to continue to implement the project that was presented with the application. Submissions will be accepted until 31 March 2020.;;;International;Inter-American Development Bank;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85243;;OABS5411410;;;;;;;;;;;;
629;13/4/2021;TRUE;TRUE;;;Vencido;-413;Iniciativa de investigación sobre la trata de personas | Subvenciones para asociaciones, proyectos piloto y semillas;Programs and projects;Human and Social Sciences;;;;;;;//www.poverty-action.org/publication/human-trafficking-research-initiative-rfp-seed-round-announcement;diseñar y realizar estudios sobre cómo reducir la trata de personas o responder a las necesidades de las víctimas de la trata de personas, pero necesitan algo de tiempo y apoyo adicional para impulsar el proyecto de investigación. a la siguiente etapa.;proyectos de investigación sobre la trata de personas de todos los enfoques para reducir la trata de personas, incluidos los programas de prevención, protección, enjuiciamiento, defensa y restablecimiento. El enfoque principal del fondo para esta ronda de estudios es fortalecer la evidencia en torno a programas potencialmente impactantes.;;;Innovations for Poverty Action (IPA);;;;;;;;;US;;10000;30.000;;;31-mar-20;;;;31-mar-23;;;;FALSE;;;;;;;;;;;;;;;
630;;FALSE;FALSE;;;Vencido;-413;Institute of Metals/Robert Franklin Mehl Award;Prizes and Awards;Engineering;;;;;;;https://www.mendeley.com/research-funding/opportunities/300112503;;;;;Minerals, Metals and Materials Society;;;;;;;;;;Up to 500 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Minerals_Metals_and_Materials_Society;;OABS4685867;;;;;;;;;;;;
631;;FALSE;FALSE;;;Vencido;-413;International Scholarships 2020-2021;;;;;;;;;https://www.akdn.org/our-agencies/aga-khan-foundation/international-scholarship-programme;The Aga Khan Foundation supports programs in rural development, broadly defined, in a number of developing countries. It provides scholarships and loans for postgraduate studies to outstanding students from the developing world, with priority for masters studies. The Foundation also considers applications for PhD programs in certain circumstances. Applications are invited from the following nationalities: Bangladesh, India, Pakistan, Afghanistan, Tajikistan, Kyrgyzstan, Syria, Egypt, Kenya, Tanzania, Uganda, Madagascar, and Mozambique. The Foundation assists students with tuition fees and living expenses only. Please note that half of the scholarship amount is considered as a loan, which must be reimbursed. The application deadline is 31 March 2020, but earlier in some countries (please check the dates carefully).;;;Switzerland;Aga Khan Foundation;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=84900;;OABS1278514;;;;;;;;;;;;
632;;FALSE;FALSE;;;Vencido;-413;IUGG Grants Program 2020-2023;Programs and projects;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/501300246489;;;;;International Union of Geophysics and Geodesy;;;;Early Career and New Faculty Researchers;;;Mid-Career and Experienced Researchers;;;Up to 80,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/IUGG;;OABS7126096;;;;;;;;;;;;
633;;FALSE;FALSE;;;Vencido;-413;Joseph J. Garvey Management Award;Prizes and Awards;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300106436;;;;;American Association for Laboratory Animal Science;;;;;;;;;;Up to 2,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/AALAS;;OABS8352271;;;;;;;;;;;;
634;;FALSE;FALSE;;;Vencido;-413;KBF Africa Prize 2020-2021;;;;;;;;;https://www.africa-kbf.org/en/;The KBF Africa Prize is awarded to Africans or African organizations who are making an outstanding contribution to development in Africa. There are no restrictions as to the chosen themes. The Selection Committee favors community approaches that deal with actual and current challenges in Africa. The winners receive financial support of up to €200 thousand. Self-nomination is not permitted. The deadline for nominations is 31 March 2020.;;;Belgium;King Baudouin Foundation;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85545;;OABS8169931;;;;;;;;;;;;
635;;FALSE;FALSE;;;Vencido;-413;Maine Sea Grant Program Development funds;Programs and projects;Engineering;;;;;;;https://www.mendeley.com/research-funding/opportunities/300025026;;;;;Maine Sea Grant, University of Maine;;;;;;;;;;Up to 5,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Maine_Sea_Grant_University_of_Maine;;OABS8832821;;;;;;;;;;;;
636;;FALSE;FALSE;;;Vencido;-413;Maintenance Assistance Program;Programs and projects;Engineering;;;;;;;https://www.mendeley.com/research-funding/opportunities/300122181;;;;;U.S. Department of the Interior;;;;Local or State Governments;;;Non-profit Organizations;;;Not specified;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/U_S_Department_of_the_Interior;;OABS8838599;;;;;;;;;;;;
637;;FALSE;FALSE;;;Vencido;-413;Materials Theory Award;Prizes and Awards;Engineering;;;;;;;https://www.mendeley.com/research-funding/opportunities/300111457;;;;;Materials Research Society;;;;Mid-Career and Experienced Researchers;;;;;;Up to 5,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Materials_Research_Society;;OABS3757496;;;;;;;;;;;;
638;;FALSE;FALSE;;;Vencido;-413;Meerjarige programma's;Programs and projects;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/501300246680;;;;;Stichting Kinderen Kankervrij;;;;Mid-Career and Experienced Researchers;;;;;;Up to 2,500,000 EUR;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Stichting_Kinderen_Kankervrij;;OABS9586792;;;;;;;;;;;;
639;13/4/2021;TRUE;TRUE;;;Vencido;-413;National Geographic Society anuncia COVID-19 Science Fund;Programs and projects;Environmental sciences;Sustainable Development;;;;;;https://www.nationalgeographic.org/funding-opportunities/grants/what-we-fund/covid-19-science-fund/?edit&language=en;brindar soluciones a las situaciones creadas o magnificadas por la pandemia, ayudándonos así a comprender y abordar los desafíos y cambios de vivir en un mundo COVID-19.;cómo la humanidad y el mundo natural han reaccionado y están viviendo las circunstancias incomparables creadas por COVID-19 para comprender mejor cómo esta pandemia, o la amenaza de otra, moldeará nuestro mundo en los años venideros.;;;;;;;;;;;;US;HASTA 50000;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;;;;;;;;;;;;;;;
640;;FALSE;FALSE;;;Vencido;-413;Next Generation Track Transition Zones (TD3.4): Shift2Rail-RIA Research and Innovation action;Research and publications;Engineering;;;;;;;https://www.mendeley.com/research-funding/opportunities/300126006;;;;;Horizon 2020 Framework Programme;;;;;;;;;;Total funding 1,350,000 EUR;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Horizon_2020_Framework_Programme;;OABS1238863;;;;;;;;;;;;
641;;FALSE;FALSE;;;Vencido;-413;One Planet Fellowship;;;;;;;;;https://www.agropolis-fondation.fr/One-Planet-Fellowship-Deuxieme-appel-a-candidature;African Women in Agricultural Research and Development (AWARD) invites applications for the One Planet Fellowship. The Fellowship seeks to build a network of African and European scientist leaders to help Africa’s smallholder farmers adapt to climate change. Applicants who are a citizen of the following Sub-Saharan African countries are eligible to apply: Algeria, Benin, Burkina Faso, Côte d'Ivoire, Ethiopia, Kenya, Malawi, Mali, Morocco, Nigeria, Senegal, Tanzania, Togo, and Zambia. Selected candidates will participate in intensive training workshops aimed at fostering leadership skills, strengthening scientific research skills including integrating gender into their research. The call for applications closes on 31 March 2020.;;;International;African Women in Agricultural Research and Development;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85232;;OABS5664618;;;;;;;;;;;;
642;;FALSE;FALSE;;;Vencido;-413;OR/WA Fisheries and Aquatic Resource Management Master Funding Opportunity;Research and publications;Agricultural and Biological Sciences;Environmental sciences;;;;;;https://www.mendeley.com/research-funding/opportunities/300127637;;;;;U.S. Department of the Interior;;;;Local or State Governments;;;Non-profit Organizations;;;Up to 500,000 USD with total funding of 1,000,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/U_S_Department_of_the_Interior;;OABS4809973;;;;;;;;;;;;
643;;FALSE;FALSE;;;Vencido;-413;PhD and Master Fellowships in China 2020;;;;;;;;;http://www.fellowship.cas.cn/dms/Applications/1865.jhtml;The Chinese Academy of Sciences (CAS) invites applications for the ANSO Scholarship for Young Talents to pursue Masters and PhD studies in China. Eligible fields of study include agricultural sciences, various fields of biology, and other areas of the natural sciences and engineering. The program will award scholarships to non-Chinese applicants worldwide. The maximum age of applicants is 30 (master) and 35 (PhD). Applicants are required to provide proof of proficiency of English or Chinese language. The application deadline is 31 March 2020.;;;China;Chinese Academy of Sciences;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85220;;OABS4120107;;;;;;;;;;;;
644;;FALSE;FALSE;;;Vencido;-413;PhD and Master's Scholarship for the Arab World;;;;;;;;;https://rabbanifoundation.org/scholarships/msr-scholarships/;The Mahmoud S. Rabbani Fellowship is intended for Arab Students interested in pursuing their education in The Netherlands. A maximum of €15 thousand is awarded for one year. Eligible fields of study include Agriculture, Forestry and Fishery, Environmental Sciences, Natural sciences and others. Arab students who have been accepted into a Masters or a PhD program in the Netherlands and Dutch students who have been accepted into a Masters or a PhD program in the Arab World are eligible to apply. The application deadline is 31 March 2020.;;;Netherlands;Lutfia Rabbani Foundation;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85250;;OABS9604016;;;;;;;;;;;;
645;2/3/2021;FALSE;FALSE;;;Vencido;-413;PhD Internships in Economics;;;;;;;;;https://www.wider.unu.edu/phdfellows;UNU-WIDER (World Institute for Development Economics Research) invites applications for its PhD research internships program in Helsinki, Finland. Preference is for applicants who live or work in developing countries, and who are in the later stages of their PhD. Program themes in WIDER include the economics of energy, climate change, food security, and others. UNU-WIDER provides a travel grant and a monthly stipend of €1,600 during the period of the fellowship. The application deadlines are 31 March and 30 September each year.;;;International;United Nations University;;;;;;;;;;;;;;;31-mar-20;30-sep-20;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85185;;OABS8001830;;;;;;;;;;;;
646;;FALSE;FALSE;;;Vencido;-413;PhD Training Fellowships for Women Scientists;;;;;;;;;https://twas.org/opportunity/owsd-phd-fellowships-women-scientists;The World Academy of Sciences (TWAS) invites women scientists in the field of agriculture (and other sciences) from science and technology lagging countries to apply for the OWSD PhD Training Fellowships. Each fellow will receive a monthly allowance to cover basic living expenses, a special allowance to attend international conferences, travel expenses, medical insurance, and the opportunity to attend regional science communications workshops for up to four years. Applications will be accepted until 31 March 2020.;;;International;World Academy of Sciences;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85289;;OABS8124243;;;;;;;;;;;;
647;;FALSE;FALSE;;;Vencido;-413;Postdoc Fellowships to Young Researchers;;;;;;;;;https://www.futurefoodtalents.org/fellowship.html;Future Food – A Swiss Research Initiative awards up to ten postdoc fellowships each year to further expand research and education in the area of food and nutrition sciences. The fellowship provides personal research funds for three years, enabling fellows to work on their projects in a Swiss research laboratory. Applicants must hold a doctorate (PhD). There is no restriction on nationality. The deadline for applications via the online form is 31 March 2020.;;;Switzerland;Future Food;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85244;;OABS8888954;;;;;;;;;;;;
648;;FALSE;FALSE;;;Vencido;-413;Regionalt nätverksarbete;Research and publications;Agricultural and Biological Sciences;Environmental sciences;;;;;;https://www.mendeley.com/research-funding/opportunities/300121997;;;;;Forskningsrådet i Sydöstra Sverige;;;;;;;;;;Not specified;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Forskningsradet_i_Sydostra_Sverige;;OABS3128657;;;;;;;;;;;;
649;;FALSE;FALSE;;;Vencido;-413;Reporting on Critical Environmental Issues in the Pacific Region;;;;;;;;;https://earthjournalism.net/opportunities/reporting-on-critical-environmental-issues-in-the-pacific-region;The Earth Journalism Network (EJN) offers grants to journalists based in the Pacific Islands to report on critical issues related to climate change, biodiversity, pollution, and the illegal wildlife trade. Selected journalists will receive an average of US$ 1,500 in funding to cover travel and field reporting costs to produce of in-depth or investigative stories focused on environmental challenges in the region. Grants are open to early- and mid-career journalists. Deadline for applications is extended to 31 March 2020.;;;International;Earth Journalism Network;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85069;;OABS6619989;;;;;;;;;;;;
650;4/3/2021;TRUE;TRUE;;;Vencido;-413;Research Fellowships - Arturo Falaschi Fellowships Program;Fellowships scholarships or trainings;Biochemistry Genetics and Molecular Biology;;Genetic Engineering and Biotechnology;;;;;https://www.icgeb.org/activities/fellowship/;The Arturo Falaschi Fellowships Program offers long and short-term fellowships to assist in the training of scientists from ICGEB's (International Centre for Genetic Engineering and Biotechnology) member states, including Argentina. The fellowships are for research at collaborating universities in the UK, Italy, India, and South Africa. For short-term fellowships, the application deadline is 31 March and 30 September 2020. For doctoral fellowships, the application deadline is 31 March 2020. For post-doctoral fellowships, the deadlines are 31 March and 30 September 2020.;;;International;International Center for Genetic Engineering and Biotechnology;;;;;;;;;;;;;;semiannual;31-mar-20;30-sep-20;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85207;;OABS3158966;;;;;;;;;;;;
651;;FALSE;FALSE;;;Vencido;-413;Research Grants in Basic Sciences;;;;;;;;;https://twas.org/opportunity/twas-research-grants-programme-basic-sciences-groups;The TWAS Research Grants Programme in Basic Sciences was established in response to the needs of researchers in developing countries, particularly those that lack access to appropriate research facilities. Grants are awarded for research projects in Biology, Chemistry, Mathematics and Physics either to individual young researchers or to research units. Research units can apply for up to US$30 thousand. Applying research units must be led by a renowned researcher who is a national of a developing country. The application deadline is 31 March 2020.;;;International;World Academy of Sciences;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85266;;OABS3608681;;;;;;;;;;;;
652;;FALSE;FALSE;;;Vencido;-413;Research Grants in Natural and Engineering Sciences;;;;;;;;;https://www.vr.se/english/applying-for-funding/calls/2019-11-14-research-project-grant-within-natural-and-engineering-sciences.html;The Swedish Research Council invites research project proposals within natural and engineering sciences. The purpose of the grant is to give researchers the freedom to formulate by themselves the research concept, method and implementation, and to solve a specific research task. Applicants must hold a Swedish doctoral degree or a corresponding foreign degree. Individual researchers can request grants between SEK400 thousand and SEK1.5 million per year for a maximum of 4 years. The call deadline is 31 March 2020.;;;Sweden;Swedish Research Council;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85587;;OABS2922547;;;;;;;;;;;;
653;;FALSE;FALSE;;;Vencido;-413;Research Links Program;;;;;;;;;https://www.vr.se/english/applying-for-funding/calls/2019-11-14-network-grant-for-international-collaboration---swedish-research-links.html;"Sweden and scientists in selected low and middle-income countries. Past grants have funded research to address water pollution; control of agricultural diseases and post-harvest losses; livestock introductions; management of protected areas; and various other topics related to agriculture and natural resources. The maximum amount is SEK 400 thousand per year for up to two years. The closing date for applications is 31 March 2020.";;;Sweden;Swedish Research Council;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85589;;OABS3962820;;;;;;;;;;;;
654;;FALSE;FALSE;;;Vencido;-413;Research Project Grant for Development Research;;;;;;;;;https://www.vr.se/english/applying-for-funding/calls/2019-11-14-research-project-grant-within-development-research.html;The Swedish Research council funds research projects relevant to the fight against poverty and for sustainable development in low income countries. The applicant for a research project grant must be an individual researcher. A research cooperation between scientists in Sweden and scientists in selected low and middle-income countries is encouraged. The maximum amount is SEK 1.5 million per year for a period of four years. The closing date for applications is 31 March 2020.;;;Sweden;Swedish Research Council;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85588;;OABS4233553;;;;;;;;;;;;
655;;FALSE;FALSE;;;Vencido;-413;Scholarships for Professional Mobility;;;;;;;;;https://www.coimbra-group.eu/scholarships/;The Coimbra Group is an association of long-established European universities committed to creating academic and cultural ties in order to promote internationalization. Towards this end, the Coimbra Group offers scholarships to encourage short-term professional and academic experiences in Europe by applicants from Africa, Latin America, and the European Neighborhood. Each Coimbra university publishes its grant guidelines and contact information. The deadline for applications is 31 March 2020.;;;International;Coimbra Group of Universities;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85029;;OABS1721915;;;;;;;;;;;;
656;;FALSE;FALSE;;;Vencido;-413;Startbidrag;Research and publications;Agricultural and Biological Sciences;Environmental sciences;;;;;;https://www.mendeley.com/research-funding/opportunities/300121995;;;;;Forskningsrådet i Sydöstra Sverige;;;;;;;;;;Not specified;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Forskningsradet_i_Sydostra_Sverige;;OABS2678123;;;;;;;;;;;;
657;;FALSE;FALSE;;;Vencido;-413;Strategic workshops;Fellowships scholarships or trainings;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300111663;;;;;International Centre for Mathematical Sciences;;;;;;;;;;Not specified;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/ICMS;;OABS7165167;;;;;;;;;;;;
658;;FALSE;FALSE;;;Vencido;-413;Technical Assistance Program;Equipment/Supplies or Facilities;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300127158;;;;;U.S. Department of the Interior;;;;Local or State Governments;;;Non-profit Organizations;;;Not specified;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/U_S_Department_of_the_Interior;;OABS7077507;;;;;;;;;;;;
659;;FALSE;FALSE;;;Vencido;-413;The Alex C. Walker Educational and Charitable Foundation Grant;Research and publications;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300012240;;;;;Alex C. Walker Educational and Charitable Foundation;;;;Non-profit Organizations;;;;;;Not specified;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Alex_C_Walker_Educational_and_Charitable_Foundation;;OABS1858640;;;;;;;;;;;;
660;;FALSE;FALSE;;;Vencido;-413;The Dr. Gunhard A.E. Oravas Memorial Scholarships;Prizes and Awards;Engineering;;;;;;;https://www.mendeley.com/research-funding/opportunities/300127126;;;;;McMaster University;;;;Graduate Students;;;;;;Up to 12,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/McMaster_University;;OABS8739193;;;;;;;;;;;;
661;4/3/2021;TRUE;TRUE;;;Vencido;-413;The Zebra Foundation for Zoological / Support for Vets and Vet Students;Programs and projects;Agricultural and Biological Sciences;Veterinary;Zoology, Ecology and Behavior;;;;;https://www.zebragrants.org/apply-for-a-grant;The Zebra Foundation for Veterinary Zoological Education assists veterinary students and veterinary surgeons from anywhere in the world to gain additional experience in veterinary zoological medicine. Grants range in the order of Â£100 to Â£1000. Applications are considered twice a year. The application deadlines are 31 March and 30 September 2020.;;;UK;Zebra Foundation;;;;;;;;;;;;;;semiannual;31-mar-20;30-sep-20;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85265;biodiversity, conservation, wildlife, research, education, training, worldwide;OABS6364332;;;;;;;;;;;;
662;;FALSE;FALSE;;;Vencido;-413;Travel Bursaries;;;;;;;;;https://www.soci.org/Awards/Travel-Bursaries;The Society of Chemical Industry awards travel bursaries to young PhD students. There are various schemes available, some related to agriculture and life sciences. Applicants will have preference if they wish to travel outside their country of residence, especially if they wish to work in a laboratory abroad. Next deadline cycle for the AJ Banks Award (Food Science), and the Messel Award (Chemical Science, including all life sciences) is 31 March 2020.;;;UK;Society of Chemical Industry;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=84773;;OABS1931824;;;;;;;;;;;;
663;;FALSE;FALSE;;;Vencido;-413;William D. Nix Award;Prizes and Awards;Engineering;;;;;;;https://www.mendeley.com/research-funding/opportunities/300111591;;;;;Minerals, Metals and Materials Society;;;;;;;;;;Up to 5,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/Minerals_Metals_and_Materials_Society;;OABS2660792;;;;;;;;;;;;
664;;FALSE;FALSE;;;Vencido;-413;Women's Land and Resource Rights;;;;;;;;;https://www.mamacash.org/en/apply-for-a-grant-1;Mama Cash makes grants in support of grassroots women’s rights groups that focus on environmental justice, for example, groups that address the exclusion of indigenous women from decision-making over their land and groups that fight for their right to water, food, and a clean, safe, and healthy environment. Grants can be used for advocacy, capacity building, public education, or forming alliances across movements. The average grant size is between €20-30 thousand per year. Letters of Interest (LOIs) must be submitted by 31 March 2020.;;;Netherlands;Mama Cash;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85544;;OABS7490120;;;;;;;;;;;;
665;;FALSE;FALSE;;;Vencido;-413;Woods Hole Sea Grant Program Development Funds;Programs and projects;Agricultural and Biological Sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300106688;;;;;Woods Hole Sea Grant, Woods Hole Oceanographic Institution;;;;;;;;;;Up to 5,000 USD;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.mendeley.com/research-funding/WHSG;;OABS7590975;;;;;;;;;;;;
666;;FALSE;FALSE;;;Vencido;-413;Youth Innovation Challenge 2020;;;;;;;;;https://cec.submittable.com/submit;The Commission for Environmental Cooperation (CEC) seeks innovative ideas for green growth to address the complex sustainability challenges in North America. Residents of Canada, Mexico and the United States (and its territories) aged 18-30 are eligible to submit science, technology and business innovations. The winner will receive C$5 thousand in project seed funding and mentoring from the Commission for Environmental Cooperation. Submissions are due by 31 March 2020.;;;International;Commission for Environmental Cooperation;;;;;;;;;;;;;;;31-mar-20;;;;31-mar-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85081;;OABS6352881;;;;;;;;;;;;
667;;FALSE;FALSE;;;Vencido;-412;2020 BREP;Contract tender or cooperative agreement;Agricultural and Biological Sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300125066;;;;;National Oceanic and Atmospheric Administration;;;;Commercial Organizations;;;Non-profit Organizations;;;Up to 200,000 USD with total funding of 2,500,000 USD;;;;;1-abr-20;;;;1-abr-23;;;;FALSE;https://www.mendeley.com/research-funding/NOAA;;OABS1728504;;;;;;;;;;;;
668;;FALSE;FALSE;;;Vencido;-412;Agro-Food Value Chain;;;;;;;;;http://prima-med.org/call-for-proposal/section-1-agro-food-value-chain-2020/;The Partnership for Research and Innovation in the Mediterranean Area (PRIMA) launches a new call for proposals. Projects should should aim to develop eco-friendly food products based on traditional Mediterranean recipes and ingredients, in order to satisfy consumer demand in terms of healthiness and use of local ingredients as an element of cultural identity. Projects can request up to €2 million for a period of 36-48 months. Companies/enterprises, non-profit organisations, NGOs, public research organisations, and universities from the following non-EU countries are eligible: Israel, Tunisia, Turkey, Algeria, Egypt, Jordan, Lebanon and Morocco. The deadline for pre-proposals is 01 April 2020.;;;International;Partnership for Research and Innovation in the Mediterranean Area;;;;;;;;;;;;;;;1-abr-20;;;;1-abr-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85084;;OABS4536641;;;;;;;;;;;;
669;;FALSE;FALSE;;;Vencido;-412;Anzisha Prize for Young Innovators 2020;;;;;;;;;http://anzishaprize.org/apply/;The Anzisha Prize seeks young innovators ages 15-22 in Africa who develop and implement innovative solutions to challenges facing their communities. Past awards include innovations in energy, agriculture, and ecological consumer products. The grand prize winners will share prizes worth US$100 thousand. The next application closes 01 April 2020.;;;South Africa;African Leadership Academy;;;;;;;;;;;;;;;1-abr-20;;;;1-abr-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85086;;OABS7460596;;;;;;;;;;;;
